STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CIRCUIT_NUM,DATE,month,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,TOTAL_OTHER,TOTAL_BCHAP_OTHER,CHAP_9,CHAP_15,OTHERS,QTR_ENDED,YEAR,FISCAL_YEAR,ST_ABRV
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2014-12-31,12,83,70,2,0,11,8,5,1,0,2,75,65,1,9,NA,NA,NA,NA,NA,2014.4,2014,2015,MT
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2014-12-31,12,264,175,2,0,87,13,12,1,0,0,251,163,1,87,NA,NA,NA,NA,NA,2014.4,2014,2015,NE
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2014-12-31,12,802,611,8,0,183,40,32,7,0,1,762,579,1,182,NA,NA,NA,NA,NA,2014.4,2014,2015,NV
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,2014-12-31,12,172,135,0,0,37,7,5,0,0,2,165,130,0,35,NA,NA,NA,NA,NA,2014.4,2014,2015,NH
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,2014-12-31,12,1974,1422,18,0,534,49,32,15,0,2,1925,1390,3,532,NA,NA,NA,NA,NA,2014.4,2014,2015,NJ
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,2014-12-31,12,245,220,1,0,24,9,7,1,0,1,236,213,0,23,NA,NA,NA,NA,NA,2014.4,2014,2015,NM
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,2014-12-31,12,868,704,31,0,133,47,18,29,0,0,821,686,2,133,NA,NA,NA,NA,NA,2014.4,2014,2015,NY
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,2014-12-31,12,499,377,3,1,118,8,4,3,1,0,491,373,0,118,NA,NA,NA,NA,NA,2014.4,2014,2015,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,2014-12-31,12,586,423,55,0,105,71,14,54,0,0,515,409,1,105,NA,NA,NA,NA,NA,2014.4,2014,2015,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,2014-12-31,12,357,254,3,0,100,15,9,3,0,3,342,245,0,97,NA,NA,NA,NA,NA,2014.4,2014,2015,NY
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,2014-12-31,12,630,168,7,2,453,26,16,4,2,4,604,152,3,449,NA,NA,NA,NA,NA,2014.4,2014,2015,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,2014-12-31,12,330,150,1,0,179,11,10,1,0,0,319,140,0,179,NA,NA,NA,NA,NA,2014.4,2014,2015,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,2014-12-31,12,316,173,3,0,140,13,8,3,0,2,303,165,0,138,NA,NA,NA,NA,NA,2014.4,2014,2015,NC
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,2014-12-31,12,58,51,0,0,7,8,8,0,0,0,50,43,0,7,NA,NA,NA,NA,NA,2014.4,2014,2015,ND
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,2014-12-31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2014.4,2014,2015,NA
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,2014-12-31,12,1556,1219,4,0,333,31,25,4,0,2,1525,1194,0,331,NA,NA,NA,NA,NA,2014.4,2014,2015,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,2014-12-31,12,1304,890,0,0,414,30,29,0,0,1,1274,861,0,413,NA,NA,NA,NA,NA,2014.4,2014,2015,OH
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,2014-12-31,12,94,80,1,0,13,5,3,1,0,1,89,77,0,12,NA,NA,NA,NA,NA,2014.4,2014,2015,OK
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,2014-12-31,12,178,152,0,0,26,8,8,0,0,0,170,144,0,26,NA,NA,NA,NA,NA,2014.4,2014,2015,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,2014-12-31,12,374,283,3,0,88,14,11,3,0,0,360,272,0,88,NA,NA,NA,NA,NA,2014.4,2014,2015,OK
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,2014-12-31,12,883,725,4,0,154,18,14,3,0,1,865,711,1,153,NA,NA,NA,NA,NA,2014.4,2014,2015,OR
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,2014-12-31,12,746,418,12,0,316,27,7,12,0,8,719,411,0,308,NA,NA,NA,NA,NA,2014.4,2014,2015,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,2014-12-31,12,472,304,3,1,164,19,12,3,1,3,453,292,0,161,NA,NA,NA,NA,NA,2014.4,2014,2015,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,2014-12-31,12,496,338,5,0,153,20,13,5,0,2,476,325,0,151,NA,NA,NA,NA,NA,2014.4,2014,2015,PA
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,2014-12-31,12,866,298,7,1,560,17,9,5,1,2,849,289,2,558,NA,NA,NA,NA,NA,2014.4,2014,2015,NA
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,2014-12-31,12,222,190,0,0,31,12,10,0,0,1,210,180,0,30,NA,NA,NA,NA,NA,2014.4,2014,2015,RI
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,2014-12-31,12,507,216,1,0,290,18,16,1,0,1,489,200,0,289,NA,NA,NA,NA,NA,2014.4,2014,2015,SC
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,2014-12-31,12,77,67,0,0,10,3,3,0,0,0,74,64,0,10,NA,NA,NA,NA,NA,2014.4,2014,2015,SD
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,2014-12-31,12,752,378,1,2,371,12,9,1,2,0,740,369,0,371,NA,NA,NA,NA,NA,2014.4,2014,2015,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,2014-12-31,12,641,319,3,0,319,8,7,1,0,0,633,312,2,319,NA,NA,NA,NA,NA,2014.4,2014,2015,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,2014-12-31,12,1156,238,2,0,916,7,3,2,0,2,1149,235,0,914,NA,NA,NA,NA,NA,2014.4,2014,2015,TN
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,2014-12-31,12,387,185,4,1,197,32,24,4,1,3,355,161,0,194,NA,NA,NA,NA,NA,2014.4,2014,2015,TX
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,2014-12-31,12,969,383,9,0,577,45,32,8,0,5,924,351,1,572,NA,NA,NA,NA,NA,2014.4,2014,2015,TX
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,5TH,2014-12-31,12,703,230,8,0,465,22,14,8,0,0,681,216,0,465,NA,NA,NA,NA,NA,2014.4,2014,2015,TX
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,5TH,2014-12-31,12,608,283,5,0,320,44,34,5,0,5,564,249,0,315,NA,NA,NA,NA,NA,2014.4,2014,2015,TX
UTAH,UTAH,UT,TENTH CIRCUIT,10TH,2014-12-31,12,957,549,2,0,406,18,14,2,0,2,939,535,0,404,NA,NA,NA,NA,NA,2014.4,2014,2015,UT
VERMONT,VERMONT,VT,SECOND CIRCUIT,2ND,2014-12-31,12,65,53,0,0,12,6,5,0,0,1,59,48,0,11,NA,NA,NA,NA,NA,2014.4,2014,2015,VT
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,4TH,2014-12-31,12,1321,760,8,0,553,38,30,6,0,2,1283,730,2,551,NA,NA,NA,NA,NA,2014.4,2014,2015,VA
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4TH,2014-12-31,12,411,261,0,0,150,6,6,0,0,0,405,255,0,150,NA,NA,NA,NA,NA,2014.4,2014,2015,VA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,3RD,2014-12-31,12,2,2,0,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,2014.4,2014,2015,NA
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9TH,2014-12-31,12,327,261,0,0,66,9,9,0,0,0,318,252,0,66,NA,NA,NA,NA,NA,2014.4,2014,2015,WA
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,9TH,2014-12-31,12,1166,891,4,0,271,34,30,2,0,2,1132,861,2,269,NA,NA,NA,NA,NA,2014.4,2014,2015,WA
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4TH,2014-12-31,12,99,86,4,1,8,8,3,4,1,0,91,83,0,8,NA,NA,NA,NA,NA,2014.4,2014,2015,WV
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4TH,2014-12-31,12,165,131,0,0,34,1,1,0,0,0,164,130,0,34,NA,NA,NA,NA,NA,2014.4,2014,2015,WV
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,7TH,2014-12-31,12,910,636,2,0,272,17,14,2,0,1,893,622,0,271,NA,NA,NA,NA,NA,2014.4,2014,2015,WI
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7TH,2014-12-31,12,395,332,1,2,60,16,11,1,2,2,379,321,0,58,NA,NA,NA,NA,NA,2014.4,2014,2015,WI
WYOMING,WYOMING,WY,TENTH CIRCUIT,10TH,2014-12-31,12,53,46,0,0,7,2,2,0,0,0,51,44,0,7,NA,NA,NA,NA,NA,2014.4,2014,2015,WY
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,11TH,2015-01-31,1,645,104,1,0,540,5,3,1,0,1,640,101,0,539,NA,NA,NA,NA,NA,2015.1,2015,2015,AL
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,11TH,2015-01-31,1,887,410,1,0,476,15,13,1,0,1,872,397,0,475,NA,NA,NA,NA,NA,2015.1,2015,2015,AL
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,11TH,2015-01-31,1,305,72,2,0,231,4,2,2,0,0,301,70,0,231,NA,NA,NA,NA,NA,2015.1,2015,2015,AL
ALASKA,ALASKA,AK,NINTH CIRCUIT,9TH,2015-01-31,1,17,13,0,0,4,0,0,0,0,0,17,13,0,4,NA,NA,NA,NA,NA,2015.1,2015,2015,AK
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,9TH,2015-01-31,1,1026,822,24,0,180,44,21,21,0,2,982,801,3,178,NA,NA,NA,NA,NA,2015.1,2015,2015,AZ
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8TH,2015-01-31,1,524,202,1,0,321,10,6,1,0,3,514,196,0,318,NA,NA,NA,NA,NA,2015.1,2015,2015,AR
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8TH,2015-01-31,1,289,140,4,1,144,5,1,3,1,0,284,139,1,144,NA,NA,NA,NA,NA,2015.1,2015,2015,AR
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,9TH,2015-01-31,1,3514,2624,35,0,855,151,122,18,0,11,3363,2502,17,844,NA,NA,NA,NA,NA,2015.1,2015,2015,CA
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,9TH,2015-01-31,1,1279,1007,9,2,261,36,22,7,2,5,1243,985,2,256,NA,NA,NA,NA,NA,2015.1,2015,2015,CA
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,9TH,2015-01-31,1,970,515,10,0,445,49,36,7,0,6,921,479,3,439,NA,NA,NA,NA,NA,2015.1,2015,2015,CA
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,9TH,2015-01-31,1,654,510,1,0,143,31,30,1,0,0,623,480,0,143,NA,NA,NA,NA,NA,2015.1,2015,2015,CA
COLORADO,COLORADO,CO,TENTH CIRCUIT,10TH,2015-01-31,1,1039,814,6,1,218,42,31,6,1,4,997,783,0,214,NA,NA,NA,NA,NA,2015.1,2015,2015,CO
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,2ND,2015-01-31,1,434,330,15,0,89,27,10,14,0,3,407,320,1,86,NA,NA,NA,NA,NA,2015.1,2015,2015,CT
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3RD,2015-01-31,1,160,102,8,0,50,11,3,8,0,0,149,99,0,50,NA,NA,NA,NA,NA,2015.1,2015,2015,DE
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,DC,2015-01-31,1,54,38,4,0,12,6,3,3,0,0,48,35,1,12,NA,NA,NA,NA,NA,2015.1,2015,2015,DC
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,11TH,2015-01-31,1,2377,1503,23,0,850,84,58,16,0,10,2293,1445,7,840,NA,NA,NA,NA,NA,2015.1,2015,2015,FL
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,11TH,2015-01-31,1,224,179,1,1,43,13,11,1,1,0,211,168,0,43,NA,NA,NA,NA,NA,2015.1,2015,2015,FL
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,11TH,2015-01-31,1,2048,1096,22,0,930,51,30,15,0,6,1997,1066,7,924,NA,NA,NA,NA,NA,2015.1,2015,2015,FL
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,11TH,2015-01-31,1,670,162,1,1,506,15,8,1,1,5,655,154,0,501,NA,NA,NA,NA,NA,2015.1,2015,2015,GA
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,11TH,2015-01-31,1,2636,1267,15,0,1354,69,51,15,0,3,2567,1216,0,1351,NA,NA,NA,NA,NA,2015.1,2015,2015,GA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11TH,2015-01-31,1,529,113,3,3,410,11,3,3,3,2,518,110,0,408,NA,NA,NA,NA,NA,2015.1,2015,2015,GA
GUAM,GUAM,GUAM,NINTH CIRCUIT,9TH,2015-01-31,1,15,12,0,0,3,1,1,0,0,0,14,11,0,3,NA,NA,NA,NA,NA,2015.1,2015,2015,NA
HAWAII,HAWAII,HI,NINTH CIRCUIT,9TH,2015-01-31,1,118,84,2,0,32,11,7,2,0,2,107,77,0,30,NA,NA,NA,NA,NA,2015.1,2015,2015,HI
IDAHO,IDAHO,ID,NINTH CIRCUIT,9TH,2015-01-31,1,242,209,4,0,29,11,9,2,0,0,231,200,2,29,NA,NA,NA,NA,NA,2015.1,2015,2015,ID
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,7TH,2015-01-31,1,344,260,0,0,84,6,5,0,0,1,338,255,0,83,NA,NA,NA,NA,NA,2015.1,2015,2015,IL
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,7TH,2015-01-31,1,3709,1948,189,0,1572,248,52,188,0,8,3461,1896,1,1564,NA,NA,NA,NA,NA,2015.1,2015,2015,IL
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7TH,2015-01-31,1,272,163,0,1,108,5,4,0,1,0,267,159,0,108,NA,NA,NA,NA,NA,2015.1,2015,2015,IL
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,7TH,2015-01-31,1,539,342,7,3,187,15,4,7,3,1,524,338,0,186,NA,NA,NA,NA,NA,2015.1,2015,2015,IN
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,7TH,2015-01-31,1,887,499,5,1,382,25,18,5,1,1,862,481,0,381,NA,NA,NA,NA,NA,2015.1,2015,2015,IN
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,8TH,2015-01-31,1,106,99,0,0,7,7,7,0,0,0,99,92,0,7,NA,NA,NA,NA,NA,2015.1,2015,2015,IA
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,8TH,2015-01-31,1,164,136,0,0,28,9,9,0,0,0,155,127,0,28,NA,NA,NA,NA,NA,2015.1,2015,2015,IA
KANSAS,KANSAS,KS,TENTH CIRCUIT,10TH,2015-01-31,1,418,197,2,0,219,16,11,2,0,3,402,186,0,216,NA,NA,NA,NA,NA,2015.1,2015,2015,KS
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6TH,2015-01-31,1,554,368,3,0,183,13,9,3,0,1,541,359,0,182,NA,NA,NA,NA,NA,2015.1,2015,2015,KY
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,6TH,2015-01-31,1,595,435,3,0,157,9,4,3,0,2,586,431,0,155,NA,NA,NA,NA,NA,2015.1,2015,2015,KY
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,5TH,2015-01-31,1,246,71,1,0,174,11,8,1,0,2,235,63,0,172,NA,NA,NA,NA,NA,2015.1,2015,2015,LA
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,5TH,2015-01-31,1,105,46,0,0,59,6,6,0,0,0,99,40,0,59,NA,NA,NA,NA,NA,2015.1,2015,2015,LA
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,5TH,2015-01-31,1,643,92,1,0,550,10,8,1,0,1,633,84,0,549,NA,NA,NA,NA,NA,2015.1,2015,2015,LA
MAINE,MAINE,ME,FIRST CIRCUIT,1ST,2015-01-31,1,114,91,1,0,22,6,4,1,0,1,108,87,0,21,NA,NA,NA,NA,NA,2015.1,2015,2015,ME
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,4TH,2015-01-31,1,1414,937,15,0,462,42,26,12,0,4,1372,911,3,458,NA,NA,NA,NA,NA,2015.1,2015,2015,MD
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,1ST,2015-01-31,1,684,502,9,0,173,33,23,7,0,3,651,479,2,170,NA,NA,NA,NA,NA,2015.1,2015,2015,MA
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,6TH,2015-01-31,1,1831,1368,6,0,457,32,23,4,0,5,1799,1345,2,452,NA,NA,NA,NA,NA,2015.1,2015,2015,MI
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,6TH,2015-01-31,1,506,384,2,2,118,10,6,2,2,0,496,378,0,118,NA,NA,NA,NA,NA,2015.1,2015,2015,MI
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,8TH,2015-01-31,1,754,617,12,3,122,38,21,12,3,2,716,596,0,120,NA,NA,NA,NA,NA,2015.1,2015,2015,MN
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5TH,2015-01-31,1,361,143,0,0,218,8,7,0,0,1,353,136,0,217,NA,NA,NA,NA,NA,2015.1,2015,2015,MS
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,5TH,2015-01-31,1,470,233,2,0,235,13,10,2,0,1,457,223,0,234,NA,NA,NA,NA,NA,2015.1,2015,2015,MS
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,8TH,2015-01-31,1,745,464,1,1,279,12,10,1,1,0,733,454,0,279,NA,NA,NA,NA,NA,2015.1,2015,2015,MO
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,8TH,2015-01-31,1,495,307,1,1,186,12,10,1,1,0,483,297,0,186,NA,NA,NA,NA,NA,2015.1,2015,2015,MO
MONTANA,MONTANA,MT,NINTH CIRCUIT,9TH,2015-01-31,1,59,51,1,0,7,3,3,0,0,0,56,48,1,7,NA,NA,NA,NA,NA,2015.1,2015,2015,MT
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,8TH,2015-01-31,1,271,161,2,0,108,9,4,2,0,3,262,157,0,105,NA,NA,NA,NA,NA,2015.1,2015,2015,NE
NEVADA,NEVADA,NV,NINTH CIRCUIT,9TH,2015-01-31,1,656,509,11,0,136,29,22,7,0,0,627,487,4,136,NA,NA,NA,NA,NA,2015.1,2015,2015,NV
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1ST,2015-01-31,1,157,114,1,0,42,13,8,1,0,4,144,106,0,38,NA,NA,NA,NA,NA,2015.1,2015,2015,NH
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,3RD,2015-01-31,1,1864,1247,19,0,598,58,29,18,0,11,1806,1218,1,587,NA,NA,NA,NA,NA,2015.1,2015,2015,NJ
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,10TH,2015-01-31,1,221,200,3,0,18,12,9,2,0,1,209,191,1,17,NA,NA,NA,NA,NA,2015.1,2015,2015,NM
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,2ND,2015-01-31,1,824,654,18,0,152,46,26,16,0,4,778,628,2,148,NA,NA,NA,NA,NA,2015.1,2015,2015,NY
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,2ND,2015-01-31,1,453,324,4,2,123,17,9,4,2,2,436,315,0,121,NA,NA,NA,NA,NA,2015.1,2015,2015,NY
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2ND,2015-01-31,1,575,414,28,0,133,43,14,28,0,1,532,400,0,132,NA,NA,NA,NA,NA,2015.1,2015,2015,NY
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,2ND,2015-01-31,1,319,213,4,1,101,11,5,4,1,1,308,208,0,100,NA,NA,NA,NA,NA,2015.1,2015,2015,NY
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,4TH,2015-01-31,1,535,146,4,0,385,16,10,2,0,4,519,136,2,381,NA,NA,NA,NA,NA,2015.1,2015,2015,NC
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4TH,2015-01-31,1,299,104,2,0,193,11,9,1,0,1,288,95,1,192,NA,NA,NA,NA,NA,2015.1,2015,2015,NC
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4TH,2015-01-31,1,277,128,3,0,146,10,7,2,0,1,267,121,1,145,NA,NA,NA,NA,NA,2015.1,2015,2015,NC
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,8TH,2015-01-31,1,30,26,0,0,4,2,2,0,0,0,28,24,0,4,NA,NA,NA,NA,NA,2015.1,2015,2015,ND
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9TH,2015-01-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2015.1,2015,2015,NA
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,6TH,2015-01-31,1,1254,981,3,0,270,34,27,3,0,4,1220,954,0,266,NA,NA,NA,NA,NA,2015.1,2015,2015,OH
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,6TH,2015-01-31,1,1358,802,2,0,554,17,12,2,0,3,1341,790,0,551,NA,NA,NA,NA,NA,2015.1,2015,2015,OH
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,10TH,2015-01-31,1,73,65,0,0,8,4,3,0,0,1,69,62,0,7,NA,NA,NA,NA,NA,2015.1,2015,2015,OK
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,10TH,2015-01-31,1,137,114,0,0,23,2,1,0,0,1,135,113,0,22,NA,NA,NA,NA,NA,2015.1,2015,2015,OK
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10TH,2015-01-31,1,341,239,0,0,102,6,5,0,0,1,335,234,0,101,NA,NA,NA,NA,NA,2015.1,2015,2015,OK
OREGON,OREGON,OR,NINTH CIRCUIT,9TH,2015-01-31,1,823,639,0,0,184,21,17,0,0,4,802,622,0,180,NA,NA,NA,NA,NA,2015.1,2015,2015,OR
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,3RD,2015-01-31,1,742,390,2,0,350,18,13,2,0,3,724,377,0,347,NA,NA,NA,NA,NA,2015.1,2015,2015,PA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,3RD,2015-01-31,1,384,243,0,0,141,10,6,0,0,4,374,237,0,137,NA,NA,NA,NA,NA,2015.1,2015,2015,PA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,3RD,2015-01-31,1,524,311,7,0,206,17,10,5,0,2,507,301,2,204,NA,NA,NA,NA,NA,2015.1,2015,2015,PA
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,1ST,2015-01-31,1,713,285,8,3,417,22,10,7,3,2,691,275,1,415,NA,NA,NA,NA,NA,2015.1,2015,2015,NA
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,1ST,2015-01-31,1,211,158,3,0,50,6,4,2,0,0,205,154,1,50,NA,NA,NA,NA,NA,2015.1,2015,2015,RI
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,4TH,2015-01-31,1,558,205,4,0,349,12,6,2,0,4,546,199,2,345,NA,NA,NA,NA,NA,2015.1,2015,2015,SC
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,8TH,2015-01-31,1,54,48,0,0,6,3,2,0,0,1,51,46,0,5,NA,NA,NA,NA,NA,2015.1,2015,2015,SD
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6TH,2015-01-31,1,878,449,2,0,427,10,8,2,0,0,868,441,0,427,NA,NA,NA,NA,NA,2015.1,2015,2015,TN
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6TH,2015-01-31,1,686,349,13,1,323,16,6,8,1,1,670,343,5,322,NA,NA,NA,NA,NA,2015.1,2015,2015,TN
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,6TH,2015-01-31,1,1253,270,4,0,979,12,7,4,0,1,1241,263,0,978,NA,NA,NA,NA,NA,2015.1,2015,2015,TN
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5TH,2015-01-31,1,348,133,5,0,210,20,13,5,0,2,328,120,0,208,NA,NA,NA,NA,NA,2015.1,2015,2015,TX
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,5TH,2015-01-31,1,1015,368,5,0,642,29,21,5,0,3,986,347,0,639,NA,NA,NA,NA,NA,2015.1,2015,2015,TX
