STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CHAP_12_full,QTR_ENDED,DATE,CHAP_12,impute,impute1
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,4,03/31/91,1991-03-31,NA,2,2
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,11,03/31/91,1991-03-31,NA,2,2
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,22,03/31/91,1991-03-31,NA,5,5
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,17,03/31/91,1991-03-31,NA,3,3
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,30,03/31/91,1991-03-31,NA,11,11
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,26,03/31/91,1991-03-31,NA,10,10
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,13,03/31/91,1991-03-31,NA,5,5
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6,03/31/91,1991-03-31,NA,1,1
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,10,03/31/91,1991-03-31,NA,6,6
NA,TOTAL,NA,SEVENTH CIRCUIT,126,03/31/91,1991-03-31,NA,36,36
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,2,03/31/91,1991-03-31,NA,0,0
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,22,03/31/91,1991-03-31,NA,11,11
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,15,03/31/91,1991-03-31,NA,3,3
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,13,03/31/91,1991-03-31,NA,0,0
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,23,03/31/91,1991-03-31,NA,7,7
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,18,03/31/91,1991-03-31,NA,10,10
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,33,03/31/91,1991-03-31,NA,5,5
NA,TOTAL,NA,EIGHTH CIRCUIT,303,03/31/91,1991-03-31,NA,72,72
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,14,03/31/91,1991-03-31,NA,6,6
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,15,03/31/91,1991-03-31,NA,5,5
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,22,03/31/91,1991-03-31,NA,5,5
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,11,03/31/91,1991-03-31,NA,2,2
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,38,03/31/91,1991-03-31,NA,5,5
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,7,03/31/91,1991-03-31,NA,0,0
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,34,03/31/91,1991-03-31,NA,5,5
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,72,03/31/91,1991-03-31,NA,16,16
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,37,03/31/91,1991-03-31,NA,14,14
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,53,03/31/91,1991-03-31,NA,14,14
NA,TOTAL,NA,NINTH CIRCUIT,200,03/31/91,1991-03-31,NA,71,71
ALASKA,ALASKA,AK,NINTH CIRCUIT,0,03/31/91,1991-03-31,NA,0,0
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,15,03/31/91,1991-03-31,NA,8,8
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,6,03/31/91,1991-03-31,NA,1,1
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,30,03/31/91,1991-03-31,NA,12,12
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,6,03/31/91,1991-03-31,NA,5,5
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,3,03/31/91,1991-03-31,NA,2,2
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,03/31/91,1991-03-31,NA,0,0
IDAHO,IDAHO,ID,NINTH CIRCUIT,36,03/31/91,1991-03-31,NA,9,9
MONTANA,MONTANA,MT,NINTH CIRCUIT,47,03/31/91,1991-03-31,NA,22,22
NEVADA,NEVADA,NV,NINTH CIRCUIT,4,03/31/91,1991-03-31,NA,1,1
OREGON,OREGON,OR,NINTH CIRCUIT,15,03/31/91,1991-03-31,NA,2,2
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,34,03/31/91,1991-03-31,NA,8,8
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,4,03/31/91,1991-03-31,NA,1,1
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,03/31/91,1991-03-31,NA,0,0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,03/31/91,1991-03-31,NA,0,0
NA,TOTAL,NA,TENTH CIRCUIT,122,03/31/91,1991-03-31,NA,29,29
COLORADO,COLORADO,CO,TENTH CIRCUIT,23,03/31/91,1991-03-31,NA,11,11
KANSAS,KANSAS,KS,TENTH CIRCUIT,29,03/31/91,1991-03-31,NA,3,3
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,8,03/31/91,1991-03-31,NA,0,0
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,3,03/31/91,1991-03-31,NA,2,2
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,14,03/31/91,1991-03-31,NA,1,1
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,37,03/31/91,1991-03-31,NA,11,11
UTAH,UTAH,UT,TENTH CIRCUIT,6,03/31/91,1991-03-31,NA,1,1
WYOMING,WYOMING,WY,TENTH CIRCUIT,2,03/31/91,1991-03-31,NA,0,0
NA,TOTAL,NA,ELEVENTH CIRCUIT,117,03/31/91,1991-03-31,NA,43,43
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,10,03/31/91,1991-03-31,NA,-9,-9
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,3,03/31/91,1991-03-31,NA,3,3
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4,03/31/91,1991-03-31,NA,4,4
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,16,03/31/91,1991-03-31,NA,-2,-2
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,12,03/31/91,1991-03-31,NA,19,19
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,4,03/31/91,1991-03-31,NA,6,6
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,7,03/31/91,1991-03-31,NA,0,0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,34,03/31/91,1991-03-31,NA,3,3
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,27,03/31/91,1991-03-31,NA,19,19
NA,TOTAL,NA,TOTAL,1346,12/31/90,1990-12-31,NA,218,218
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
NA,TOTAL,NA,FIRST CIRCUIT,13,12/31/90,1990-12-31,NA,2,2
MAINE,MAINE,ME,FIRST CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,2,12/31/90,1990-12-31,NA,0,0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,1,12/31/90,1990-12-31,NA,1,1
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,10,12/31/90,1990-12-31,NA,1,1
NA,TOTAL,NA,SECOND CIRCUIT,27,12/31/90,1990-12-31,NA,6,6
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,1,12/31/90,1990-12-31,NA,0,0
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,11,12/31/90,1990-12-31,NA,1,1
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,2,12/31/90,1990-12-31,NA,1,1
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,8,12/31/90,1990-12-31,NA,1,1
VERMONT,VERMONT,VT,SECOND CIRCUIT,5,12/31/90,1990-12-31,NA,3,3
NA,TOTAL,NA,THIRD CIRCUIT,14,12/31/90,1990-12-31,NA,5,5
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,4,12/31/90,1990-12-31,NA,3,3
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,1,12/31/90,1990-12-31,NA,0,0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,4,12/31/90,1990-12-31,NA,1,1
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,5,12/31/90,1990-12-31,NA,1,1
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
NA,TOTAL,NA,FOURTH CIRCUIT,44,12/31/90,1990-12-31,NA,6,6
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,5,12/31/90,1990-12-31,NA,0,0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,25,12/31/90,1990-12-31,NA,4,4
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4,12/31/90,1990-12-31,NA,0,0
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,3,12/31/90,1990-12-31,NA,2,2
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,1,12/31/90,1990-12-31,NA,0,0
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,2,12/31/90,1990-12-31,NA,0,0
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,3,12/31/90,1990-12-31,NA,0,0
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,12/31/90,1990-12-31,NA,0,0
NA,TOTAL,NA,FIFTH CIRCUIT,189,12/31/90,1990-12-31,NA,44,44
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,0,12/31/90,1990-12-31,NA,-1,-1
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,4,12/31/90,1990-12-31,NA,1,1
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,66,12/31/90,1990-12-31,NA,11,11
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,22,12/31/90,1990-12-31,NA,5,5
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,10,12/31/90,1990-12-31,NA,2,2
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,46,12/31/90,1990-12-31,NA,11,11
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,9,12/31/90,1990-12-31,NA,1,1
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,18,12/31/90,1990-12-31,NA,7,7
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,14,12/31/90,1990-12-31,NA,7,7
NA,TOTAL,NA,SIXTH CIRCUIT,133,12/31/90,1990-12-31,NA,28,28
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,6,12/31/90,1990-12-31,NA,0,0
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,15,12/31/90,1990-12-31,NA,3,3
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,21,12/31/90,1990-12-31,NA,5,5
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,20,12/31/90,1990-12-31,NA,5,5
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,27,12/31/90,1990-12-31,NA,4,4
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,24,12/31/90,1990-12-31,NA,7,7
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,9,12/31/90,1990-12-31,NA,1,1
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,6,12/31/90,1990-12-31,NA,2,2
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,5,12/31/90,1990-12-31,NA,1,1
NA,TOTAL,NA,SEVENTH CIRCUIT,134,12/31/90,1990-12-31,NA,37,37
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,5,12/31/90,1990-12-31,NA,1,1
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,21,12/31/90,1990-12-31,NA,4,4
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,23,12/31/90,1990-12-31,NA,3,3
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,15,12/31/90,1990-12-31,NA,8,8
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,21,12/31/90,1990-12-31,NA,6,6
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,11,12/31/90,1990-12-31,NA,4,4
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,38,12/31/90,1990-12-31,NA,11,11
NA,TOTAL,NA,EIGHTH CIRCUIT,351,12/31/90,1990-12-31,NA,70,70
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,14,12/31/90,1990-12-31,NA,2,2
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,12,12/31/90,1990-12-31,NA,4,4
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,24,12/31/90,1990-12-31,NA,2,2
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,13,12/31/90,1990-12-31,NA,2,2
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,40,12/31/90,1990-12-31,NA,14,14
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,12,12/31/90,1990-12-31,NA,4,4
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,41,12/31/90,1990-12-31,NA,9,9
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,80,12/31/90,1990-12-31,NA,14,14
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,45,12/31/90,1990-12-31,NA,8,8
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,70,12/31/90,1990-12-31,NA,12,12
NA,TOTAL,NA,NINTH CIRCUIT,195,12/31/90,1990-12-31,NA,54,54
ALASKA,ALASKA,AK,NINTH CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,10,12/31/90,1990-12-31,NA,7,7
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,7,12/31/90,1990-12-31,NA,1,1
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,32,12/31/90,1990-12-31,NA,6,6
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,3,12/31/90,1990-12-31,NA,1,1
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,3,12/31/90,1990-12-31,NA,0,0
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
IDAHO,IDAHO,ID,NINTH CIRCUIT,35,12/31/90,1990-12-31,NA,12,12
MONTANA,MONTANA,MT,NINTH CIRCUIT,41,12/31/90,1990-12-31,NA,11,11
NEVADA,NEVADA,NV,NINTH CIRCUIT,3,12/31/90,1990-12-31,NA,0,0
OREGON,OREGON,OR,NINTH CIRCUIT,21,12/31/90,1990-12-31,NA,4,4
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,36,12/31/90,1990-12-31,NA,12,12
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,4,12/31/90,1990-12-31,NA,0,0
GUAM,GUAM,GUAM,NINTH CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,12/31/90,1990-12-31,NA,0,0
NA,TOTAL,NA,TENTH CIRCUIT,129,12/31/90,1990-12-31,NA,34,34
COLORADO,COLORADO,CO,TENTH CIRCUIT,23,12/31/90,1990-12-31,NA,3,3
KANSAS,KANSAS,KS,TENTH CIRCUIT,29,12/31/90,1990-12-31,NA,8,8
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,9,12/31/90,1990-12-31,NA,4,4
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,1,12/31/90,1990-12-31,NA,1,1
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,17,12/31/90,1990-12-31,NA,5,5
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,36,12/31/90,1990-12-31,NA,8,8
UTAH,UTAH,UT,TENTH CIRCUIT,7,12/31/90,1990-12-31,NA,4,4
WYOMING,WYOMING,WY,TENTH CIRCUIT,7,12/31/90,1990-12-31,NA,1,1
NA,TOTAL,NA,ELEVENTH CIRCUIT,117,12/31/90,1990-12-31,NA,32,32
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,12,12/31/90,1990-12-31,NA,4,4
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,6,12/31/90,1990-12-31,NA,1,1
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,3,12/31/90,1990-12-31,NA,0,0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,17,12/31/90,1990-12-31,NA,9,9
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,10,12/31/90,1990-12-31,NA,1,1
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,4,12/31/90,1990-12-31,NA,2,2
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,6,12/31/90,1990-12-31,NA,1,1
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,41,12/31/90,1990-12-31,NA,11,11
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,18,12/31/90,1990-12-31,NA,3,3
NA,TOTAL,NA,TOTAL,1320,09/30/90,1990-09-30,NA,348,348
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,09/30/90,1990-09-30,NA,0,0
NA,TOTAL,NA,FIRST CIRCUIT,14,09/30/90,1990-09-30,NA,4,4
MAINE,MAINE,ME,FIRST CIRCUIT,0,09/30/90,1990-09-30,NA,0,0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,2,09/30/90,1990-09-30,NA,1,1
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,0,09/30/90,1990-09-30,NA,0,0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,09/30/90,1990-09-30,NA,0,0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,12,09/30/90,1990-09-30,NA,3,3
NA,TOTAL,NA,SECOND CIRCUIT,20,09/30/90,1990-09-30,NA,5,5
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,1,09/30/90,1990-09-30,NA,1,1
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,8,09/30/90,1990-09-30,NA,2,2
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,09/30/90,1990-09-30,NA,0,0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,1,09/30/90,1990-09-30,NA,0,0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,8,09/30/90,1990-09-30,NA,2,2
VERMONT,VERMONT,VT,SECOND CIRCUIT,2,09/30/90,1990-09-30,NA,0,0
NA,TOTAL,NA,THIRD CIRCUIT,10,09/30/90,1990-09-30,NA,5,5
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,0,09/30/90,1990-09-30,NA,0,0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,1,09/30/90,1990-09-30,NA,0,0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,1,09/30/90,1990-09-30,NA,0,0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,4,09/30/90,1990-09-30,NA,2,2
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,4,09/30/90,1990-09-30,NA,3,3
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,09/30/90,1990-09-30,NA,0,0
NA,TOTAL,NA,FOURTH CIRCUIT,49,09/30/90,1990-09-30,NA,13,13
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,5,09/30/90,1990-09-30,NA,3,3
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,28,09/30/90,1990-09-30,NA,5,5
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,5,09/30/90,1990-09-30,NA,2,2
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,1,09/30/90,1990-09-30,NA,1,1
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,3,09/30/90,1990-09-30,NA,0,0
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,3,09/30/90,1990-09-30,NA,0,0
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,3,09/30/90,1990-09-30,NA,2,2
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,0,09/30/90,1990-09-30,NA,0,0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,09/30/90,1990-09-30,NA,0,0
NA,TOTAL,NA,FIFTH CIRCUIT,190,09/30/90,1990-09-30,NA,40,40
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,0,09/30/90,1990-09-30,NA,7,7
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,3,09/30/90,1990-09-30,NA,1,1
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,65,09/30/90,1990-09-30,NA,10,10
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,21,09/30/90,1990-09-30,NA,7,7
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,10,09/30/90,1990-09-30,NA,1,1
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,57,09/30/90,1990-09-30,NA,9,9
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,8,09/30/90,1990-09-30,NA,5,5
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,16,09/30/90,1990-09-30,NA,3,3
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,10,09/30/90,1990-09-30,NA,3,3
NA,TOTAL,NA,SIXTH CIRCUIT,135,09/30/90,1990-09-30,NA,31,31
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,9,09/30/90,1990-09-30,NA,0,0
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,14,09/30/90,1990-09-30,NA,3,3
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,21,09/30/90,1990-09-30,NA,6,6
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,19,09/30/90,1990-09-30,NA,6,6
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,27,09/30/90,1990-09-30,NA,3,3
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,24,09/30/90,1990-09-30,NA,7,7
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,9,09/30/90,1990-09-30,NA,3,3
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,7,09/30/90,1990-09-30,NA,2,2
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,5,09/30/90,1990-09-30,NA,1,1
NA,TOTAL,NA,SEVENTH CIRCUIT,125,09/30/90,1990-09-30,NA,23,23
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,4,09/30/90,1990-09-30,NA,1,1
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,27,09/30/90,1990-09-30,NA,2,2
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,23,09/30/90,1990-09-30,NA,4,4
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,11,09/30/90,1990-09-30,NA,1,1
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,17,09/30/90,1990-09-30,NA,3,3
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,12,09/30/90,1990-09-30,NA,2,2
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,31,09/30/90,1990-09-30,NA,10,10
NA,TOTAL,NA,EIGHTH CIRCUIT,358,09/30/90,1990-09-30,NA,52,52
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,20,09/30/90,1990-09-30,NA,3,3
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,9,09/30/90,1990-09-30,NA,3,3
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,27,09/30/90,1990-09-30,NA,3,3
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,12,09/30/90,1990-09-30,NA,3,3
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,35,09/30/90,1990-09-30,NA,8,8
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,9,09/30/90,1990-09-30,NA,1,1
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,41,09/30/90,1990-09-30,NA,2,2
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,81,09/30/90,1990-09-30,NA,13,13
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,51,09/30/90,1990-09-30,NA,7,7
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,73,09/30/90,1990-09-30,NA,8,8
NA,TOTAL,NA,NINTH CIRCUIT,193,09/30/90,1990-09-30,NA,30,30
ALASKA,ALASKA,AK,NINTH CIRCUIT,0,09/30/90,1990-09-30,NA,-1,-1
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,4,09/30/90,1990-09-30,NA,1,1
